titles>authors>journals>urls>dois>years>include
Mode‐Center Placement of Monolayer WS2 in a Photonic Polymer Waveguide>Angelina Frank, Justin Zhou, James A Grieve, Ivan Verzhbitskiy, José Viana‐Gomes, Leyi Loh, Michael Schmid, Kenji Watanabe, Takashi Taniguchi, Goki Eda, Alexander Ling>Advanced Optical Materials>https://onlinelibrary.wiley.com/doi/abs/10.1002/adom.202101684>10.1002/adom.202101684>2021>yes
In-Plane Anisotropic Nonlinear Optical Properties of Two-Dimensional Organic–Inorganic Hybrid Perovskite>Zhihui Chen, Qi Zhang, Menglong Zhu, Hao Chen, Xinyun Wang, Si Xiao, Kian Ping Loh, Goki Eda, Jianqiao Meng, Jun He>The Journal of Physical Chemistry Letters>https://pubs.acs.org/doi/abs/10.1021/acs.jpclett.1c01890>10.1021/acs.jpclett.1c01890>2021>yes
Tuning photoresponse of graphene-black phosphorus heterostructure by electrostatic gating and photo-induced doping>Yanpeng Liu, Ming Yang, Junpeng Lu, Ying Liu, Hongwei Liu, Erwen Zhang, Wei Fu, Junyong Wang, Zhenliang Hu, Jun Yin, Goki Eda, Shijie Wang, Jiabao Yi, Ajayan Vinu, Kian Ping Loh>Chinese Chemical Letters>https://www.sciencedirect.com/science/article/pii/S1001841721004794>pii/S1001841721004794>2021>yes
Impurity-Induced Emission in Re-Doped WS2 Monolayers>Leyi Loh, Yifeng Chen, Junyong Wang, Xinmao Yin, Chi Sin Tang, Qi Zhang, Kenji Watanabe, Takashi Taniguchi, Andrew TS Wee, Michel Bosman, Su Ying Quek, Goki Eda>Nano Letters>https://pubs.acs.org/doi/abs/10.1021/acs.nanolett.1c01439>10.1021/acs.nanolett.1c01439>2021>yes
Observation of the Out‐of‐Plane Polarized Spin Current from CVD Grown WTe2>Shuyuan Shi, Jie Li, Chuang‐Han Hsu, Kyusup Lee, Yi Wang, Li Yang, Junyong Wang, Qisheng Wang, Hao Wu, Wenfeng Zhang, Goki Eda, Gengchiau Liang, Haixin Chang, Hyunsoo Yang>Advanced Quantum Technologies>https://onlinelibrary.wiley.com/doi/abs/10.1002/qute.202100038>10.1002/qute.202100038>2021>yes
Substitutional doping in 2D transition metal dichalcogenides>Leyi Loh, Zhepeng Zhang, Michel Bosman, Goki Eda>Nano Research>https://link.springer.com/article/10.1007/s12274-020-3013-4>10.1007/s12274-020-3013-4>2021>yes
Hexagonal Boron Nitride Crystal Growth from Iron, a Single Component Flux>Jiahan Li, Junyong Wang, Xiaotian Zhang, Christine Elias, Gaihua Ye, Dylan Evans, Goki Eda, Joan M Redwing, Guillaume Cassabois, Bernard Gil, Pierre Valvin, Rui He, Bin Liu, James H Edgar>ACS nano>https://pubs.acs.org/doi/abs/10.1021/acsnano.1c00115>10.1021/acsnano.1c00115>2021>yes
Room-temperature nonlinear Hall effect and wireless radiofrequency rectification in Weyl semimetal TaIrTe 4>Dushyant Kumar, Chuang-Han Hsu, Raghav Sharma, Tay-Rong Chang, Peng Yu, Junyong Wang, Goki Eda, Gengchiau Liang, Hyunsoo Yang>Nature Nanotechnology>https://www.nature.com/articles/s41565-020-00839-3>articles/s41565-020-00839-3>2021>yes
Electrostatic Control of Magnetism in a van der Waals Ferromagnetic Semiconductor>Ivan Verzhbitskiy, Hidekazu Kurebayashi, Haixia Cheng, Jun Zhou, Safe Khan, Yuan Feng, Goki Eda>Bulletin of the American Physical Society>https://meetings.aps.org/Meeting/MAR21/Session/R36.1>Session/R36.1>2021>yes
In‐Plane Field‐Driven Excitonic Electro‐Optic Modulation in Monolayer Semiconductor>Daniele Vella, Marcelo B Barbosa, Paolo E Trevisanutto, Ivan Verzhbitskiy, Justin Yong Zhou, Kenji Watanabe, Takashi Taniguchi, Kotaro Kajikawa, Goki Eda>Advanced Optical Materials>https://onlinelibrary.wiley.com/doi/abs/10.1002/adom.202102132>10.1002/adom.202102132>2021>yes
Electron tunneling at the molecularly thin 2D perovskite and graphene van der Waals interface>Kai Leng, Lin Wang, Yan Shao, Ibrahim Abdelwahab, Gustavo Grinblat, Ivan Verzhbitskiy, Runlai Li, Yongqing Cai, Xiao Chi, Wei Fu, Peng Song, Andrivo Rusydi, Goki Eda, Stefan A Maier, Kian Ping Loh>Nature communications>https://www.nature.com/articles/s41467-020-19331-6>articles/s41467-020-19331-6>2020>yes
